keep,public_any,pct_data_public,var_name,var_label,var_def,domain,subdomain,dataset_instance,n_data_pts_public,n_data_pts_private,n_data_pts_total,intermediate_metadata
1,yes,93%,AADR,Age-adjusted mortality rate,"Age-adjusted mortality rate expressed as per 1,000 population",Mortality,Mortality Rates,MR_allcause_v2.0,19779,1584,21363,""
0,yes,50%,APMPM25DMEAN,Average daily PM2.5 concentration from monitors ,"The arithmetic mean of PM2.5 measurements for all monitors within the geographic unit. All days during the time span where data is available are included in the dataset. If PM2.5 data is not available for a particular day, then the PM2.5 mean are missing values.",Physical and Natural Environment,Air Pollution,APM_DAILY_v1.0,53037,53066,106103,""
0,yes,50%,APMPM25DNSTN,Standard Deviation of daily PM2.5 concentration from monitors ,"Standard deviation of PM2.5 measurements for all monitors within the geographic unit. All days during the time span where data is available are included in the dataset. If PM2.5 data is not available for a particular day, then the PM2.5 standard deviation are missing values. A higher value indictates more variability in the PM2.5 measures used to calculated the mean and median values.",Physical and Natural Environment,Air Pollution,APM_DAILY_v1.0,53037,53066,106103,""
0,yes,50%,APMPM25DSD,Number of PM2.5 monitors,"Number of monitors used to calculate daily PM2.5 average and variance measures for the geographic unit. All days during the time span where data is available are included in the dataset. If PM2.5 data is not available for a particular day, then the PM2.5 number of monitors are missing values. A higher number indicates more monitors were used to calculate the PM2.5 metrics.",Physical and Natural Environment,Air Pollution,APM_DAILY_v1.0,53037,53066,106103,""
0,yes,100%,APSDNO2GRIDPTS,Number of grid points used to calculate NO2 measures,Number of grid points used to calculate NO2 average and variance measures. This can be used as a measure of size of the area. (NO2 - Nitrogen Dioxide),Physical and Natural Environment,Air Pollution,APS_v2.0,59103,0,59103,""
1,yes,100%,APSDNO2MEAN,Area-weighted NO2 average concentration,Weighted arithmetic mean of NO2 measurements for all grid cells with any part of the grid cell contained in the defined boundary weighted by the percent of the total area  contained within the boundary. (NO2 - Nitrogen Dioxide),Physical and Natural Environment,Air Pollution,APS_v2.0,59103,0,59103,""
0,yes,100%,APSDNO2MEDIAN,Area-weighted NO2 median concentration,Weighted median of NO2 measurements for all grid cells with any part of the grid cell contained in the defined boundary weighted by the percent of the total area contained within the boundary. (NO2 - Nitrogen Dioxide),Physical and Natural Environment,Air Pollution,APS_v2.0,59103,0,59103,""
1,yes,100%,APSDNO2POPWT,Population- and Area-weighted NO2 mean concentration,Weighted arithmetic mean of NO2 measurements for all grid cells with any part of the grid cell contained in the defined boundary weighted by the percent of the total area and population contained within the boundary. (NO2 - Nitrogen Dioxide),Physical and Natural Environment,Air Pollution,APS_v2.0,58806,0,58806,""
0,yes,100%,APSDNO2PROPDATA,Proportion of area that has NO2 data coverage.,Proportion of area of the geographic unit that has NO2 data coverage. (NO2 - Nitrogen Dioxide),Physical and Natural Environment,Air Pollution,APS_v2.0,58806,0,58806,""
1,yes,100%,APSDNO2STD,Standard deviation of the area-weighted mean value of NO2,Weighted standard deviation of NO2 measurements for all grid cells with any part of the grid cell contained in the defined boundary weighted by the percent of the total area contained within the boundary. (NO2 - Nitrogen Dioxide),Physical and Natural Environment,Air Pollution,APS_v2.0,59103,0,59103,""
0,yes,100%,APSMPM25GRIDPTS,Number of grid points used to calculate PM2.5 measures,Number of grid point centroids used to calculate PM2.5 average and variance measures. This can be used as a measure of size of the area.  (PM2.5 – particulate matter with less 2.5 µm of diameter),Physical and Natural Environment,Air Pollution,APS_MONTH_v1.0,153036,0,153036,""
1,yes,100%,APSMPM25MEAN,Average PM2.5 concentration,Arithmetic mean of PM2.5 measurements for all grid cells where the centroid falls within the defined boundary (PM2.5 – particulate matter with less 2.5 µm of diameter),Physical and Natural Environment,Air Pollution,APS_MONTH_v1.0,153036,0,153036,""
0,yes,100%,APSMPM25MEDIAN,Median PM2.5 concentration,Median of PM2.5 measurements for all grid cells where the centroid falls within the defined boundary. (PM2.5 – particulate matter with less 2.5 µm of diameter),Physical and Natural Environment,Air Pollution,APS_MONTH_v1.0,153036,0,153036,""
1,yes,100%,APSMPM25POPWT,Population-weighted Average PM2.5 concentration,Population-weighted mean of PM2.5 measurements for all grid cells where the centroid falls within the geographic unit (PM2.5 – particulate matter with less 2.5 µm of diameter),Physical and Natural Environment,Air Pollution,APS_MONTH_v1.0,150000,0,150000,""
1,yes,100%,APSMPM25STD,Standard deviation of the mean value of PM2.5,Standard deviation of PM2.5 measurements for any grid cells where the centroid falls within the defined boundary (PM2.5 – particulate matter with less 2.5 µm of diameter),Physical and Natural Environment,Air Pollution,APS_MONTH_v1.0,153036,0,153036,""
0,yes,100%,APSMPM25THRES,Average PM2.5 is above threshold,Average PM2.5 is above threshold of 10 µg/m3. Threshold defined based on WHO Guidelines.  (PM2.5 – particulate matter with less 2.5 µm of diameter),Physical and Natural Environment,Air Pollution,APS_MONTH_v1.0,153036,0,153036,""
0,yes,100%,APSNO2GRIDPTS,Number of grid points used to calculate NO2 measures,Number of grid points used to calculate NO2 average and variance measures. This can be used as a measure of size of the area. (NO2 - Nitrogen Dioxide),Physical and Natural Environment,Air Pollution,APS_v2.0,59103,0,59103,""
1,yes,100%,APSNO2MEAN,Average NO2 concentration,Arithmetic mean of NO2 measurements for all grid cells where the centroid falls within the defined boundary (NO2 - Nitrogen Dioxide),Physical and Natural Environment,Air Pollution,APS_v2.0,403217,0,403217,""
0,yes,100%,APSNO2MEDIAN,Median NO2 concentration,Median of NO2 measurements for all grid cells where the centroid falls within the defined boundary. (NO2 - Nitrogen Dioxide),Physical and Natural Environment,Air Pollution,APS_v2.0,59103,0,59103,""
1,yes,100%,APSNO2POPWT,Population-weighted Average NO2 concentration,Population-weighted mean of NO2 measurements for all grid cells where the centroid falls within the geographic unit. (NO2 - Nitrogen Dioxide),Physical and Natural Environment,Air Pollution,APS_v2.0,58806,0,58806,""
1,yes,100%,APSNO2STD,Standard Deviation of NO2,Standard deviation of NO2 measurements for any grid cells where the centroid falls within the defined boundary (NO2 - Nitrogen Dioxide),Physical and Natural Environment,Air Pollution,APS_v2.0,59103,0,59103,""
0,yes,100%,APSPM25GRIDPTS,Number of grid points used to calculate PM2.5 measures,Number of grid point centroids used to calculate PM2.5 average and variance measures. This can be used as a measure of size of the area.  (PM2.5 – particulate matter with less 2.5 µm of diameter),Physical and Natural Environment,Air Pollution,APS_v2.0,554275,0,554275,""
1,yes,100%,APSPM25MEAN,Average PM2.5 concentration,Arithmetic mean of PM2.5 measurements for all grid cells where the centroid falls within the defined boundary (PM2.5 – particulate matter with less 2.5 µm of diameter),Physical and Natural Environment,Air Pollution,APS_v2.0,554086,0,554086,""
0,yes,100%,APSPM25MEDIAN,Median PM2.5 concentration,Median of PM2.5 measurements for all grid cells where the centroid falls within the defined boundary. (PM2.5 – particulate matter with less 2.5 µm of diameter),Physical and Natural Environment,Air Pollution,APS_v2.0,59103,0,59103,""
1,yes,100%,APSPM25POPWT,Population-weighted Average PM2.5 concentration,Population-weighted mean of PM2.5 measurements for all grid cells where the centroid falls within the geographic unit (PM2.5 – particulate matter with less 2.5 µm of diameter),Physical and Natural Environment,Air Pollution,APS_v2.0,58806,0,58806,""
1,yes,100%,APSPM25STD,Standard deviation of the mean value of PM2.5,Standard deviation of PM2.5 measurements for any grid cells where the centroid falls within the defined boundary (PM2.5 – particulate matter with less 2.5 µm of diameter),Physical and Natural Environment,Air Pollution,APS_v2.0,554086,0,554086,""
0,yes,100%,APSPM25THRES,Average PM2.5 is above threshold,Average PM2.5 is above threshold of 10 µg/m3. Threshold defined based on WHO Guidelines.  (PM2.5 – particulate matter with less 2.5 µm of diameter),Physical and Natural Environment,Air Pollution,APS_v2.0,59103,0,59103,""
1,yes,100%,ATUSCOLCNT,Total number of collisions.,"Total number of collisions, this is the count of all the collisions that occurred in the month.",Physical and Natural Environment,Transportation,ATUS_MONTHLY_v1.0,50000,0,50000,""
1,yes,100%,ATUSCOLCNTWKWT,Total number of weekend collisions,Total number of collisions that occurred on weekends. Weekends extend from Friday to Sunday.,Physical and Natural Environment,Transportation,ATUS_MONTHLY_v1.0,50000,0,50000,""
1,yes,100%,ATUSCOUNTDEAD,Total deaths due to collisions,Total number of people who died because of a collision that occurred in the month. ,Physical and Natural Environment,Transportation,ATUS_MONTHLY_v1.0,50000,0,50000,""
1,yes,100%,ATUSCOUNTETOH,Total number of collisions with alcohol involvement,"Total number of collisions where alcohol had involvement, the alcohol use was detected for the responsible driver via a breathalyzer test. The breathalyzer used by police in Mexico indicates alcohol was detected or not and does not indicate the blood alcohol level. It is a screening tool to obtain a legal blood draw test of blood alcohol content.",Physical and Natural Environment,Transportation,ATUS_MONTHLY_v1.0,50000,0,50000,""
1,yes,100%,ATUSCOUNTETOHWK,Total number of weekend collisions with alcohol involvement,"Total number of collisions where alcohol had involvement on the weekend, the alcohol use was detected for the responsible driver via a breathalyzer test. The breathalyzer used by police in Mexico indicates alcohol was detected or not and does not indicate the blood alcohol level. It is a screening tool to obtain a legal blood draw test of blood alcohol content. Weekends extend from Friday to Sunday.",Physical and Natural Environment,Transportation,ATUS_MONTHLY_v1.0,50000,0,50000,""
1,yes,100%,ATUSCOUNTINJ,Total people injured in collision,Total number of people that resulted injured because of a collision.,Physical and Natural Environment,Transportation,ATUS_MONTHLY_v1.0,50000,0,50000,""
1,yes,100%,ATUSTCOLFATAL,Total number of fatal collisions,"Total number of fatal collisions, this is the total count where a person died due to a collision.",Physical and Natural Environment,Transportation,ATUS_MONTHLY_v1.0,50000,0,50000,""
1,yes,100%,ATUSTCOLFATALWK,Total number of fatal weekend collisions,"Total number of fatal collisions, this is the total count where a person died due to a collision. Weekends extend from Friday to Sunday.",Physical and Natural Environment,Transportation,ATUS_MONTHLY_v1.0,50000,0,50000,""
1,yes,100%,ATUSTCOLINJ,Total number of collisions with injured person (without deaths),"Total number of collisions that had at least one injured person excluding collisions in which a death occurred, this variable excludes collisions that had at least one person die.",Physical and Natural Environment,Transportation,ATUS_MONTHLY_v1.0,50000,0,50000,""
1,yes,100%,ATUSTCOLINJWD,Total number of collisions that had at least one injured person,"Total number of collisions that had at least one injured person regardless of whether a death occurred. This variable includes collisions with injuries and deaths, and collisions with injuries but without deaths.",Physical and Natural Environment,Transportation,ATUS_MONTHLY_v1.0,50000,0,50000,""
1,yes,100%,ATUSTCOLINJWDWKWT,Total number of weekend collisions with injured person (without deaths),"Total number of collisions that had at least one injured person excluding collisions in which a death occurred, this variable excludes collisions that had at least one person die. Weekends extend from Friday to Sunday.",Physical and Natural Environment,Transportation,ATUS_MONTHLY_v1.0,50000,0,50000,""
1,yes,100%,ATUSTCOLINJWKWT,Total number of weekend collisions that had at least one injured person,"Total number of collisions that had at least one injured person regardless of whether a death occurred. This variable includes collisions with injuries and deaths, and collisions with injuries but without deaths. Weekends extend from Friday to Sunday.",Physical and Natural Environment,Transportation,ATUS_MONTHLY_v1.0,50000,0,50000,""
0,no,0%,BECADAREA,total area,"Area in km2 of the administrative boundary. BECADAREAL3: total area, including land and water, within L3's boundary. For applications, see Jaeger (2000).",Physical and Natural Environment,Urban Form Metrics,BEC_v1.0,0,58609,58609,"Pending final cdbk review, default to not public"
0,no,0%,BECADCRCTYAVG,Circuity average,"Average of the length of each edge divided by the great circle distances between the nodes of each edge; Measures the average ratio of network distances to straight-line distances. Interpretation: For each edge in the network, its circuity is the ratio between the edge length and the straight line distance between its two end points. Varies from 1 to infinity, where streets that are straight lines have circuity of 1, and curved streets have higher circuity. Examples of use in urban measurement:  Boeing, 2017;  Year of data: September 2017 for L1_AD, January 2018 for L2",Physical and Natural Environment,Street Design,BEC_v1.0,0,2174,2174,"Pending final cdbk review, default to not public"
0,no,0%,BECADINTCOUNT,Total number of intersections,Number of nodes with more than one street emanating from them (thus excluding dead-ends),Physical and Natural Environment,Street Design,BEC_v1.0,0,56403,56403,"Pending final cdbk review, default to not public"
1,no,0%,BECADINTDENS,Intersection density,"Measures the amount of intersections per km2 of area. Node density of the set of nodes with more than one street emanating from them (thus excluding dead-ends). Higher values means more connected. Interpretation: Varies from 0 to infinity. Cities with higher values have a lot of intersections by unit of area. Special note for L3: due to the very small size of some L3 units and the potential need to aggregate adjacent L3s into create large units of analysis, we provide both the numerator (total number of intersections, BECADINTCOUNTL3) and denominator (total L3 area, BECADAREAL3) in the dataset. For more details on this aggregation issue, see Appendix 11. Example of use in urban measurement: Boeing, 2017",Physical and Natural Environment,Street Design,BEC_v1.0,0,58577,58577,"Pending final cdbk review, default to not public"
0,no,0%,BECADINTDENS3,Intersection density 3-way,"Measures the amount of intersections where exactly 3 streets meet per km2 of area/ Node density of the set of nodes with 3 streets emanating from them. Higher values means more connected. Interpretation: Varies from 0 to infinity. Cities with higher values have a lot of intersections with 3 incoming streets by unit of area.Year of data: September 2017 for L1_AD, January 2018 for L2",Physical and Natural Environment,Street Design,BEC_v1.0,0,2174,2174,"Pending final cdbk review, default to not public"
0,no,0%,BECADINTDENS4,Intersection density 4-way,"Measures the amount of intersections where exactly 4 streets meet per km2 of area/ Node density of the set of nodes with 4 streets emanating from them. Interpretation: Varies from 0 to infinity. Cities with higher values have a lot of intersections with 3 incoming streets by unit of area; Higher values means more connected. Examples of use in urban health: Boeing, 2017. Year of data: September 2017 for L1_AD, January 2018 for L2",Physical and Natural Environment,Street Design,BEC_v1.0,0,2174,2174,"Pending final cdbk review, default to not public"
0,no,0%,BECADLRDENS,Large road density,"Measures the total length of streets with four or more lanes per km2 of area/ sum of all links in the undirected representation of the network that have four lanes or more divided by the area. Interpretation: Varies from 0 to infinity. Cities with higher values have more large streets per unit of area; Higher values means more traffic, more obstacles, less walkability. September 2017 for L1_AD, January 2018 for L2. ",Physical and Natural Environment,Street Design,BEC_v1.0,0,2174,2174,"Pending final cdbk review, default to not public"
0,no,0%,BECADSTTDENS,Street density,"Measures the total length of streets per km2 of area; sum of all links in the undirected representation of the network divided by the area. Special note for L3: Due to the very small size of some L3 units and the potential need to aggregate adjacent L3s into create large units of analysis, we provide both the numerator (total street length, BECADSTTTLENGTHL3) and denominator (total L3 area, BECADAREAL3) in the dataset. For more details on this aggregation issue, see Appendix 11; Interpretation: Varies from 0 to infinity. Cities with higher values have a lot of streets by unit of area. Year of data:  September 2017 for L1_AD, January 2018 for L2, 2020 for L3.",Physical and Natural Environment,Street Design,BEC_v1.0,0,58577,58577,"Pending final cdbk review, default to not public"
0,no,0%,BECADSTTLGAVG,Street length average,"Measures the length of streets in the street network/ Mean length of street segments in the street network. Interpretation: Small values represent smaller blocks and large values represent larger street segments or blocks. Year of data: September 2017 for L1_AD, January 2018 for L2. Example of use in urban health: Boeing, 2017. ",Physical and Natural Environment,Street Design,BEC_v1.0,0,2174,2174,"Pending final cdbk review, default to not public"
0,no,0%,BECADSTTPNODEAVG,Streets per node average,"Measures the distribution of the number of streets that meet at each intersection of the street network. Interpretation: Varies from 2 to infinity. Higher values mean on average intersections connect to more intersections. Year of data: September 2017 for L1_AD, January 2018 for L2.  Example of use in urban health: Boeing, 2017. ",Physical and Natural Environment,Street Design,BEC_v1.0,0,2174,2174,"Pending final cdbk review, default to not public"
0,no,0%,BECADSTTPNODESD,Streets per node standard deviation,"Measures the distribution of the number of streets that meet at each intersection of the street network; the standard deviation of the number of physical streets (i.e., edges in the undirected representation of the graph) that emanate from each intersection and dead-end. Interpretation: Higher values mean more variability in the number of incoming edges (streets) for each node in the network; the statistical and spatial distributions of number of streets per intersection characterize the type, prevalence, and dispersion of intersection connectedness in the network. Year of data: September 2017 for L1_AD, January 2018 for L2. Example of use in urban health: Boeing, 2017",Physical and Natural Environment,Street Design,BEC_v1.0,0,2174,2174,"Pending final cdbk review, default to not public"
0,no,0%,BECADSTTTLENGTH,Total street length,Sum of all links in the undirected representation of the network divided by the area,Physical and Natural Environment,Street Design,BEC_v1.0,0,56403,56403,"Pending final cdbk review, default to not public"
0,no,0%,BECADTYPE,L3 sources,Sources of L3 - offical or SALURBAL defined,Physical and Natural Environment,Urban Form Metrics,BEC_v1.0,0,50000,50000,"Pending final cdbk review, default to not public"
0,no,0%,BECAERTRAMLNGTH,Aerial tram length,"Measure of the Aerial Tram system supply. The aerial tramway is based on the principle of cableways in sightseeing tours in alpine resorts. The aerial tramway is a type or aerial lift which uses one or two stationary support ropes and a third moving rope to move a cabin through a defined path. Interpretation: The total length in km of Aerial Tram (applicable to L1_AD, and L2, depending on the country and in the future for selected L3 units). A unit with higher values has a bigger aerial tram system. Country team input: The draft of measures was sent to each country team to check for face validity.  Country teams used their expert knowledge and/or any existing criteria used to suggest any changes to the aerial tram variables at L1_AD and L2 “subcity”.  Year of data: December 2017",Physical and Natural Environment,Transportation,BEC_v1.0,0,2543,2543,"Pending final cdbk review, default to not public"
0,no,0%,BECAGE,City foundation year,Foundation year for cities at Level 1 (Applicable only to L1AD and L1UX units). Interpretation: Colonial foundation of the city. Earliest date of colonial settlement is used as foundation year when official date was not available or when discrepancies were found between data sources. City foundation years range from 1502 to 1992. ,Physical and Natural Environment,Urban Form Metrics,BEC_v1.0,0,742,742,"Pending final cdbk review, default to not public"
0,no,0%,BECAVGPTCHAREA,Mean patch size,"Total urban area (in hectares) divided by number of urban patches. Interpretation: Indicator of fragmentation. Larger values reflect a larger size of urban development; low values reflect scattered, small development. For applications, see Irwin & Bockstael (2007)., Boentje & Blinnikov (2007), McCarty & Kaza (2015) and Chen, Yao, Sun, & Chen (2014). (Currently available for L1AD, L1UX, L1XS and L2 units)",Physical and Natural Environment,Urban Landscape,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
0,no,0%,BECAWAVGPTCHAREA,Area-weighted mean patch size,"Weighted average of urban patch size (in hectares). This value is weighted by the area of each patch. (Currently available for L1AD, L1UX, L1XS and L2 units). By weighting by patch size, larger urban patches have a higher influence in this weighted-average metric. Researchers could decide at their own discretion on using this weighted index or the corresponding unweighted one. Interpretation: Indicator of fragmentation. Larger values reflect a larger size of urban development; low values reflect scattered, small development. By weighting by patch size, larger urban patches have a higher influence in this weighted-average metric. Researchers could decide at their own discretion on using this weighted index or the corresponding unweighted one. For applications, see Irwin & Bockstael (2007), Boentje & Blinnikov(2007), McCarty & Kaza (2015) and Chen, Yao, Sun, & Chen (2014).",Physical and Natural Environment,Urban Landscape,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
0,no,0%,BECAWEDGDENS,Area-weighted edge density,"Total perimeter of all patches multiplied by the corresponding area weight, and divided by the total area of the geographic unit. (Currently available for L1AD, L1UX, L1XS and L2 units). Interpretation: Indicator of fragmentation and shape complexity. A higher value indicates, for the same total area of urban patches: (1) there are likely to be more smaller patches versus fewer larger patches, and (2) on average, patches have a more complex shape. This is the area-weighted version of edge density. By weighting by patch size, larger urban patches have a higher influence in this weighted-average metric. Researchers could decide at their own discretion on using this weighted index or the corresponding unweighted one. For applications, see Boentje & Blinnikov (2007).",Physical and Natural Environment,Urban Landscape,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
1,no,0%,BECAWMNNNGH,Area-weighted Mean Nearest Neighbor Distance,"Mean distance (in meters) to the nearest urban patch within the geographic boundary. This value is weighted by the area of each patch (Currently available for L1AD, L1UX, L1XS and L2 units). Interpretation: Indicator of isolation among patches of a similar class, a higher value indicates higher level of isolation. By weighting by patch size, larger urban patches have a higher influence in this weighted-average metric. For applications, see Boentje & Blinnikov (2007).",Physical and Natural Environment,Urban Landscape,BEC_v1.0,0,2486,2486,"Pending final cdbk review, default to not public"
1,no,0%,BECAWMNSHPINDX,Area-weighted mean shape index,"Shape index is a ratio of the actual perimeter of a patch to the minimum perimeter possible for a maximally compact patch with the same size. The area-weighted mean shape index is the weighted average of the shape index for each patch within the geographic boundary. This index is weighted by the area of each patch (Currently available for L1AD, L1UX, L1XS and L2 units). Interpretation: Shape index ranges from 1 to infinity, with 1 being the index for a patch that is maximally compact. A lower value indicates higher levels of compactness of each individual patch. By weighting by patch size, larger urban patches have a higher influence in this weighted-average metric. For applications, see Irwin & Bockstael (2007).",Physical and Natural Environment,Urban Landscape,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
0,no,0%,BECBRTLNGTH,BRT length,Measure of overall levels of BRT supply. The Bus Rapid Transit is a bus-based public transport system designed to improve upon the capacity and reliability of a conventional bus system. A BRT system includes roadways specially designated as corridors for buses and stations for boarding. BRT aims to combine the capacity and speed of a metro and the flexibility and lower cost of a bus system.All total length in km of BRT in the geographic unit (Applicable to L1_AD and L2 depending on the country and in the future for selected level 3 units). A unit with higher values has a bigger BRT system. Year of data: September 2017. Country team input: The draft of measures was sent to each country team to check for face validity.  Country teams used their expert knowledge and/or any existing criteria used to suggest any changes to the BRT variables at L1_AD and L_2 “subcity”. ,Physical and Natural Environment,Transportation,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
0,no,0%,BECBRTPRCTRIP,One-way BRT fare in USD.,"The BRT price trip standard in USD (applicable only to L1_AD, because for L2 units it is the same).  The Bus Rapid Transit is a bus-based public transport system designed to improve upon the capacity and reliability of a conventional bus system. A BRT system includes roadways specially designated as corridors for buses and stations for boarding. BRT aims to combine the capacity and speed of a metro and the flexibility and lower cost of a bus system.A unit with a higher travel price indicates a higher cost for the user per trip. Year of data: September 2017",Physical and Natural Environment,Transportation,BEC_v1.0,0,1113,1113,"Pending final cdbk review, default to not public"
0,no,0%,BECBYLANELNGTH,Bicycle lane length,"Measure bicycle lane system supply.  Bicycle facilities: public infrastructure and other areas aimed at the exclusive or shared use of bicycles. This can be an exclusive lane of a public road or an independent way where bicycles can transit. Interpretation: The total length in km of bicycle lane (applicable to L1_AD, and L2 depending on the country and in the future for selected L3 units). A unit with higher values has more and larger bicycle lanes. Country team input: The draft of measures was sent to each country team to check for face validity.  Country teams used their expert knowledge and/or any existing criteria used to suggest any changes to the bicycle lanes variables at L1_AD and L2 “subcity”. In a preliminary audit, we modified the values according to the information of the experts in the countries and the information collected from OpenStreetMap. For each city with a value different from zero or missing, we take the highest value between the value from the official source and OpenStreetMap. Year of data: December 2017",Physical and Natural Environment,Transportation,BEC_v1.0,0,312,312,"Pending final cdbk review, default to not public"
1,yes,91%,BECCM,Number of passenger vehicles and motorbikes,Total number of passenger vehicles and motorbikes per geographical unit (BECPAV + BECMTRB).,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,21773,2185,23958,""
0,yes,88%,BECCMAMOUNT,Number of L2s with available data for passenger vehicles and motorbikes (BECCM) measure,"Number of L2s with available data in that specific city (L1) and year for passenger vehicles and motorbikes (BECCM) measures. In some cities, data is not availale for all sub-city (L2) units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,5100,695,5795,""
1,yes,91%,BECCMCHANGE,Percent change in passenger vehicles and motorbikes (BECCM) motorization rate,Percent change in passenger vehicles and motorbikes (BECCM) motorization for 2010-2015 = (BECCMRATE2015 – BECCMRATE2010)/(BECCMRATE2010). Only included in  for year 2015.,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,1124,110,1234,""
0,yes,88%,BECCMCORRAMT,Expected number of L2s for passenger vehicles and motorbikes (BECCM) measure,"Total number of subcities (L2) within city (L1). If there were no missing data, the is the number of subcities that should have data for passenger vehicles and motorbikes (BECCM) measures. Compare this variable with BECCM_AMOUNTL2 to assess whether the BECCM measures include data from all L2 units.",Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,5100,695,5795,""
0,yes,91%,BECCMPCTPOP,Percent of city (L1) population with available data for passenger vehicles and motorbikes (BECCM) measures,Percent of city (L1) population with available data for passenger vehicles and motorbikes (BECCM) measures as the sum of population of subcities (L2) with available data divided by total population of city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,4634,450,5084,""
0,yes,91%,BECCMPOPADD,Total population for passenger vehicles and motorbikes (BECCM) measures,Population value obtained by summing the population of the subcities (L2) with available data for passenger vehicles and motorbikes (BECCM) measures,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,4634,450,5084,""
0,yes,91%,BECCMPOPCORR,Expected population for passenger vehicles and motorbikes (BECCM) measures,Expected population for passenger vehicles and motorbikes (BECCM) measures as the sum of population for all subcity (L2) units within the city (L1),Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,4634,450,5084,""
1,yes,93%,BECCMRATE,Motorization rate for passenger vehicles and motorbikes (BECCM),Motorization rate passenger vehicles and motorbikes (BECCM) = (BECCM/BECCMPOPADD)*1000,Physical and Natural Environment,Transportation,VehicleRegistration_v1.0,19554,1420,20974,""
1,no,0%,BECCOAST,Costal city,"Binary indicator that further distinguishes between coastal (with a value of 1) and inland geographies (with a value of 0). Coastal geographies are those with parts of their boundaries within 1 km from the closest coastline, whereas inland regions represent the rest. These variables are available at L1AD, L1UX, L1XS, L2, and L3 units. Interpretation: Coastal regions should be treated differently as they are more influenced by oceans. Example of use in urban health: Völker & Kistemann, 2011",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,58981,58981,"Pending final cdbk review, default to not public"
0,no,0%,BECCVPTCHAREA,Coefficient of variation of the urban patch size,"The standard deviation of the patch size within the geographic boundary, divided by the mean patch size within the geographic boundary (Currently available for L1AD, L1UX, L1XS and L2 units). Interpretation: A higher value indicates a higher level of variation of patch sizes; a lower value indicates a more even distribution of patch sizes. For applications, see McCarty & Kaza (2015).",Physical and Natural Environment,Urban Landscape,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
1,no,0%,BECCZ,Major climate zone within boundary,"Major climate zone in a geography, indicating its seasonal precipitation and temperature patterns. These data are available for L1AD, L1UX, L1XS, L2 units. Interpretation: Representative climate patterns of seasonal precipitation and temperature patterns in a geography. These patterns control for background difference in climate (precipitation and temperature) and biophysical environment (e.g., availability of greenspace and blue space). For a case controlling for climate zones, see Casey et al. (2017) who applied a similar classification system (ecoregions) to control for background differences in urban greenness.",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
0,no,0%,BECDEMBRT,Demand of BRT,Measure level of demand of the BRT system.  The Bus Rapid Transit is a bus-based public transport system designed to improve upon the capacity and reliability of a conventional bus system. A BRT system includes roadways specially designated as corridors for buses and stations for boarding. BRT aims to combine the capacity and speed of a metro and the flexibility and lower cost of a bus system. Interpretation: It is calculated as the ratio between number of users of BRT and total population (applicable only to L1_AD). A unit with higher BRT demand values indicates a system with higher level of demand. Year of data: September 2017. ,Physical and Natural Environment,Transportation,BEC_v1.0,0,1095,1095,"Pending final cdbk review, default to not public"
0,no,0%,BECEDGDENS,Edge density,"Total perimeter of all urban patches, divided by the total area of the geographic unit. Unit: meters per hectare (Currently available for L1AD, L1UX, L1XS and L2 units). For applications, see Boentje & Blinnikov (2007). Interpretation: Indicator of fragmentation and shape complexity. A higher value indicates, for the same total area of urban patches: (1) on average, there are likely to be more smaller patches, versus fewer larger patches, and (2) on average, patches have more complex shapes.",Physical and Natural Environment,Urban Landscape,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
0,no,0%,BECEFFMESHSIZE,Effective Mesh Size,"The sum of squares of urban patch size, divided by the total area of the geographic unit. Unit: hectare. (Currently available for L1AD, L1UX, L1XS and L2 units). Interpretation: Indicator of fragmentation where larger patches have higher weights. Larger values reflect a larger size of urban development; low values reflect scattered, small development. For applications, see Jaeger (2000).",Physical and Natural Environment,Urban Landscape,BEC_v1.0,0,2549,2549,"Pending final cdbk review, default to not public"
0,no,0%,BECELEVATIONAVE,Average elevation in geographic unit.,"Average elevation (meters) in geographic unit. Example of use in Keskinen, Rantakokko, Suomi, Rantanen, & Portegijs (2018)",Physical and Natural Environment,Natural Environment and Parks,BEC_v1.0,0,56430,56430,"Pending final cdbk review, default to not public"
